n,m,bidding requirement,forced_permutations,number_of_bids_until_prices_update,total_bids_until_closure,fallback_probability,sample index,total bids,total_excess_papers,allocated_papers_per_bid,gini_paper_bids,hoover_paper_bids,average_cost_per_step_2_paper,average_bidder_cost,gini_bidder_cost,hoover_bidder_cost,average_fallback_bidder_cost,gini_fallback_bidder_cost,hoover_fallback_bidder_cost,average_main_bidder_cost,gini_main_bidder_cost,hoover_main_bidder_cost,cost matrix used,quota matrix used,input json file used
161,442,8,0,20,320,0,0,1756.0,114.33400621118014,0.6900148028410136,0.16647254661458064,0.11674517362578465,1.2227807119020726,12.947184761091961,0.23271649779095044,0.16414751872655353,nan,nan,nan,12.947184761091961,0.23271649779095044,0.16414751872655353,.//cost_matrices//cost_matrix_m442_n161.json,.//cost_matrices//quota_matrix_m442_n161.json,greedy_2_(fb)_m442_n161.json
161,442,8,0,20,320,0,1,1727.0,134.41123188405797,0.6899761251395148,0.17414002258513311,0.12166626928710106,1.206615487930395,13.327326996005462,0.23899983552987597,0.16932501747113127,nan,nan,nan,13.327326996005462,0.23899983552987597,0.16932501747113127,.//cost_matrices//cost_matrix_m442_n161.json,.//cost_matrices//quota_matrix_m442_n161.json,greedy_2_(fb)_m442_n161.json
161,442,8,0,20,320,0,2,1781.0,133.45465838509318,0.6695931171335804,0.1815277400209857,0.1270931730356376,1.2220321089926311,13.353947647581824,0.2338717320855329,0.16162473682578926,nan,nan,nan,13.353947647581824,0.2338717320855329,0.16162473682578926,.//cost_matrices//cost_matrix_m442_n161.json,.//cost_matrices//quota_matrix_m442_n161.json,greedy_2_(fb)_m442_n161.json
161,442,8,0,20,320,0,3,1727.0,123.26801242236027,0.6964284815157148,0.18002473360285276,0.12922390460794356,1.2088040756950218,13.040237905508825,0.23992230320435282,0.1695509374879562,nan,nan,nan,13.040237905508825,0.23992230320435282,0.1695509374879562,.//cost_matrices//cost_matrix_m442_n161.json,.//cost_matrices//quota_matrix_m442_n161.json,greedy_2_(fb)_m442_n161.json
161,442,8,0,20,320,0,4,1748.0,129.52287784679092,0.6844834794926826,0.181277633390973,0.12720678836575997,1.210842874872128,13.153438338319958,0.2331317150869392,0.16436799955702766,nan,nan,nan,13.153438338319958,0.2331317150869392,0.16436799955702766,.//cost_matrices//cost_matrix_m442_n161.json,.//cost_matrices//quota_matrix_m442_n161.json,greedy_2_(fb)_m442_n161.json
161,442,8,0,20,320,0,5,1760.0,126.50031055900627,0.6815339144551102,0.17119755244755244,0.11971925133689838,1.217671276636704,13.162363890298948,0.23882449693935856,0.16683176455999302,nan,nan,nan,13.162363890298948,0.23882449693935856,0.16683176455999302,.//cost_matrices//cost_matrix_m442_n161.json,.//cost_matrices//quota_matrix_m442_n161.json,greedy_2_(fb)_m442_n161.json
161,442,8,0,20,320,0,6,1735.0,128.1742236024845,0.6903894964827179,0.17811232673073663,0.12861241149086547,1.2120882881800015,13.137224783404115,0.24456759788503504,0.17423499547336652,nan,nan,nan,13.137224783404115,0.24456759788503504,0.17423499547336652,.//cost_matrices//cost_matrix_m442_n161.json,.//cost_matrices//quota_matrix_m442_n161.json,greedy_2_(fb)_m442_n161.json
161,442,8,0,20,320,0,7,1721.0,131.14270186335403,0.6942808240189692,0.1834814022153804,0.1316213608314644,1.2052301099865055,13.181994186741116,0.237377216062313,0.1704435157360886,nan,nan,nan,13.181994186741116,0.237377216062313,0.1704435157360886,.//cost_matrices//cost_matrix_m442_n161.json,.//cost_matrices//quota_matrix_m442_n161.json,greedy_2_(fb)_m442_n161.json
161,442,8,0,20,320,0,8,1743.0,118.51319875776399,0.6927635119003075,0.1802517114352692,0.12941747598019746,1.2171255669125256,12.990486617392728,0.2260077664104069,0.1598017002543474,nan,nan,nan,12.990486617392728,0.2260077664104069,0.1598017002543474,.//cost_matrices//cost_matrix_m442_n161.json,.//cost_matrices//quota_matrix_m442_n161.json,greedy_2_(fb)_m442_n161.json
161,442,8,0,20,320,0,9,1739.0,129.520082815735,0.688027554447536,0.1767867318555679,0.12412995454297081,1.2125315185163725,13.227082137742505,0.2434468543350127,0.17318034371434723,nan,nan,nan,13.227082137742505,0.2434468543350127,0.17318034371434723,.//cost_matrices//cost_matrix_m442_n161.json,.//cost_matrices//quota_matrix_m442_n161.json,greedy_2_(fb)_m442_n161.json
161,442,8,0,20,320,0,10,1721.0,133.88881987577642,0.6926851714841509,0.18526138386342783,0.13467519936057382,1.1942397997395506,13.225006378522261,0.24468865208341686,0.1700581572523905,nan,nan,nan,13.225006378522261,0.24468865208341686,0.1700581572523905,.//cost_matrices//cost_matrix_m442_n161.json,.//cost_matrices//quota_matrix_m442_n161.json,greedy_2_(fb)_m442_n161.json
161,442,8,0,20,320,0,11,1766.0,121.18607660455488,0.6822275896916449,0.17263750172950093,0.11902041067319863,1.2176068406025242,13.087558980639283,0.23714865741277155,0.1678872891050503,nan,nan,nan,13.087558980639283,0.23714865741277155,0.1678872891050503,.//cost_matrices//cost_matrix_m442_n161.json,.//cost_matrices//quota_matrix_m442_n161.json,greedy_2_(fb)_m442_n161.json
161,442,8,0,20,320,0,12,1723.0,124.18074534161491,0.6975155279503107,0.1754424435964841,0.12954885065772367,1.2051486810409522,13.08485893582675,0.24757432379205482,0.17697997181531575,nan,nan,nan,13.08485893582675,0.24757432379205482,0.17697997181531575,.//cost_matrices//cost_matrix_m442_n161.json,.//cost_matrices//quota_matrix_m442_n161.json,greedy_2_(fb)_m442_n161.json
161,442,8,0,20,320,0,13,1779.0,123.16682194616979,0.6761288240887183,0.16950012590326052,0.11858561040189845,1.221783799661535,13.153939854527701,0.23020703046849714,0.16092387851106343,nan,nan,nan,13.153939854527701,0.23020703046849714,0.16092387851106343,.//cost_matrices//cost_matrix_m442_n161.json,.//cost_matrices//quota_matrix_m442_n161.json,greedy_2_(fb)_m442_n161.json
161,442,8,0,20,320,0,14,1747.0,135.8020092226614,0.6812810479549735,0.19449372809755314,0.13662723686630215,1.2005510295445228,13.260040118910878,0.24723651451159662,0.17799751743293066,nan,nan,nan,13.260040118910878,0.24723651451159662,0.17799751743293066,.//cost_matrices//cost_matrix_m442_n161.json,.//cost_matrices//quota_matrix_m442_n161.json,greedy_2_(fb)_m442_n161.json
161,442,8,0,20,320,10,0,1808.0,119.4837474120083,0.6673209361659246,0.18697443238697795,0.13332649261202098,1.2312037407115837,13.117528307220665,0.23322865200016013,0.16561865476607185,11.627575210997517,0.24921181912934548,0.18385973489580967,13.316888228546297,0.2301762785301498,0.1630110086631674,.//cost_matrices//cost_matrix_m442_n161.json,.//cost_matrices//quota_matrix_m442_n161.json,greedy_2_(fb)_m442_n161.json
161,442,8,0,20,320,10,1,1805.0,125.29153491436101,0.665212446030825,0.19005151602511877,0.13524523382760306,1.2214178709937993,13.204355017657086,0.2366088163421339,0.16544115916169477,11.560381866829733,0.2549529318335679,0.1879271755099745,13.41128870097801,0.23303455224228287,0.16220357211584394,.//cost_matrices//cost_matrix_m442_n161.json,.//cost_matrices//quota_matrix_m442_n161.json,greedy_2_(fb)_m442_n161.json
161,442,8,0,20,320,10,2,1818.0,127.42572463768118,0.659281779627238,0.17256793552658434,0.12348859320321172,1.2218406292345254,13.295313146447429,0.24154479698541687,0.1703180508239436,11.459835771631361,0.24690322375642865,0.18172979507096873,13.456537510451545,0.23984119932906797,0.16899265820758763,.//cost_matrices//cost_matrix_m442_n161.json,.//cost_matrices//quota_matrix_m442_n161.json,greedy_2_(fb)_m442_n161.json
161,442,8,0,20,320,10,3,1815.0,111.77339544513461,0.6689953744103943,0.17537738553781335,0.12615085449310046,1.2374050069493947,12.991480125895146,0.21825207569555785,0.15450086037829172,11.102948501645463,0.25547466533480045,0.20146378219679756,13.157364660457617,0.21378687763234952,0.15139926563895945,.//cost_matrices//cost_matrix_m442_n161.json,.//cost_matrices//quota_matrix_m442_n161.json,greedy_2_(fb)_m442_n161.json
