#step,#updates,reviewer id,reviewer type,bid req,bidder selected,paper id,private_cost,previous demand,new demand,price,seen price,total seen price,previous bid,bid,positive bid,allocation,step 1 allocation,step 2 allocation,step 3 allocation,realized cost,total bid,total price,total realized cost,matching algorithm
23,0,0,UniformBidder,1100,True,0,0.40474492755964775,TBD,10.0,0.3,TBD,0,TBD,2.0,1,0.36330532904488544,0.35294117647058826,0.35294117647058826,0.36330532904488544,0.14704598908630614,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,1,3.1129788522040034,TBD,1.0,1,TBD,0,TBD,0.0,0,0.10430795451095971,0.0,0.0,0.10430795451095971,0.32470845650927477,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,2,7.152018098724376,TBD,10.0,0.3,TBD,0,TBD,0.0,0,0.011467428203532696,0.0,0.0,0.011467428203532696,0.0820152540574882,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,3,0.0,TBD,10.0,0.3,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,4,6.49370827357277,TBD,10.0,0.3,TBD,0,TBD,0.0,0,0.003961832031769474,0.0,0.0,0.003961832031769474,0.02572698144320705,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,5,2.7104103122595786,TBD,6.0,0.5,TBD,0,TBD,0.0,0,0.0014051002299590072,0.0,0.0,0.0014051002299590072,0.0038083981530391982,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,6,0.0,TBD,4.0,0.75,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,7,4.960833865930199,TBD,6.0,0.5,TBD,0,TBD,0.0,0,0.011945238895433506,0.0,0.0,0.011945238895433506,0.05925834564909317,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,8,2.3005669076477755,TBD,5.0,0.6,TBD,0,TBD,0.0,0,0.011455050618409178,0.0,0.0,0.011455050618409178,0.02635311037814234,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,9,2.5157467121518,TBD,10.0,0.3,TBD,0,TBD,0.0,0,0.004621354834265943,0.0,0.0,0.004621354834265943,0.011626158229991372,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,10,3.7333861479385755,TBD,4.0,0.75,TBD,0,TBD,0.0,0,0.0008199991728447209,0.0,0.0,0.0008199991728447209,0.003061373553219571,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,11,0.0,TBD,3.0,1,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,12,4.341664884145883,TBD,6.0,0.5,TBD,0,TBD,0.0,0,1.850371707708594e-17,0.0,0.0,1.850371707708594e-17,8.033693865975453e-17,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,13,2.354394332059072,TBD,11.0,0.2727272727272727,TBD,0,TBD,0.0,0,0.011684847884917705,0.0,0.0,0.011684847884917705,0.027510739631222678,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,14,1.1551207671020922,TBD,5.0,0.6,TBD,0,TBD,1.0,1,0.43634588345413794,0.42857142857142855,0.42857142857142855,0.43634588345413794,0.504032191617384,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,15,7.859242434556574,TBD,4.0,0.75,TBD,0,TBD,0.0,0,0.006645247301004575,0.0,0.0,0.006645247301004575,0.0522266095761777,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,16,5.959086751932838,TBD,6.0,0.5,TBD,0,TBD,0.0,0,0.012676216531986473,0.0,0.0,0.012676216531986473,0.07553867400039262,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,17,0.0,TBD,10.0,0.3,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,18,1.1240683238667308,TBD,11.0,0.2727272727272727,TBD,0,TBD,1.0,1,0.16912634165119592,0.15789473684210525,0.15789473684210525,0.16912634165119592,0.19010956338157187,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,19,7.53314764909758,TBD,6.0,0.5,TBD,0,TBD,0.0,0,0.006170562797127632,0.0,0.0,0.006170562797127632,0.04648376062879101,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,20,5.682050372792104,TBD,1.0,1,TBD,0,TBD,0.0,0,0.08695652173913043,0.0,0.0,0.08695652173913043,0.49409133676453076,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,21,3.9064689749940946,TBD,2.0,1,TBD,0,TBD,0.0,0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.21702605416633858,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,22,4.566546377988473,TBD,7.0,0.42857142857142855,TBD,0,TBD,0.0,0,0.012029784622423347,0.0,0.0,0.012029784622423347,0.05493456939550877,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,23,0.9258072951513721,TBD,6.0,0.5,TBD,0,TBD,2.0,1,0.6079165652438621,0.6,0.6,0.6079165652438621,0.5628135909461325,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
23,0,0,UniformBidder,1100,True,24,0.9364705880071014,TBD,11.0,0.2727272727272727,TBD,0,TBD,2.0,1,0.3438000602413538,0.3333333333333333,0.3333333333333333,0.3438000602413538,0.32195864457109746,22.0,9.044372294372295,7.931239917378362,FractionalAllocation
