reviewer id,paper id,private cost,step 1 allocation,step 2 allocation,step 3 allocation,cost contribution,individual contribution,total social cost,total unallocated papers,total paper cost,matching input json file
-1,0,1,-1,-1,0.0,0.0,0.0,7.613995358409823,0.0,2.7866749577716208,simulation.json
-1,1,1,-1,-1,0.0,0.0,0.0,7.613995358409823,0.0,1.469392832458634,simulation.json
-1,2,1,-1,-1,0.0,0.0,0.0,7.613995358409823,0.0,3.3579275681795684,simulation.json
0,0,0.7323764030043145,-1.0,-1.0,1.0,0.7323764030043145,3.471073853933902,7.613995358409823,0.0,2.7866749577716208,simulation.json
0,1,2.933268485530754,-1.0,-1.0,0.0,0.0,3.471073853933902,7.613995358409823,0.0,1.469392832458634,simulation.json
0,2,2.7386974509295876,-1.0,-1.0,1.0,2.7386974509295876,3.471073853933902,7.613995358409823,0.0,3.3579275681795684,simulation.json
1,0,2.7089642303259165,-1.0,-1.0,0.0,0.0,1.228313301105585,7.613995358409823,0.0,2.7866749577716208,simulation.json
1,1,0.6090831838556042,-1.0,-1.0,1.0,0.6090831838556042,1.228313301105585,7.613995358409823,0.0,1.469392832458634,simulation.json
1,2,0.6192301172499806,-1.0,-1.0,1.0,0.6192301172499806,1.228313301105585,7.613995358409823,0.0,3.3579275681795684,simulation.json
2,0,2.0542985547673065,-1.0,-1.0,1.0,2.0542985547673065,2.914608203370336,7.613995358409823,0.0,2.7866749577716208,simulation.json
2,1,0.8603096486030297,-1.0,-1.0,1.0,0.8603096486030297,2.914608203370336,7.613995358409823,0.0,1.469392832458634,simulation.json
2,2,0.7168805606030314,-1.0,-1.0,0.0,0.0,2.914608203370336,7.613995358409823,0.0,3.3579275681795684,simulation.json
