n,m,bidding requirement,forced_permutations,number_of_bids_until_prices_update,total_bids_until_closure,fallback_probability,sample index,total bids,total_excess_papers,allocated_papers_per_bid,gini_paper_bids,hoover_paper_bids,average_cost_per_step_2_paper,average_bidder_cost,gini_bidder_cost,hoover_bidder_cost,average_fallback_bidder_cost,gini_fallback_bidder_cost,hoover_fallback_bidder_cost,average_main_bidder_cost,gini_main_bidder_cost,hoover_main_bidder_cost,cost matrix used,quota matrix used,input json file used
146,176,3.8,0,5,146,0,0,695.0,86.28349492972782,0.6355633166478736,0.29628024852845,0.20857586657946373,0.7847763878944961,5.271875967848462,0.2543621994690593,0.1806446965815665,nan,nan,nan,5.271875967848462,0.2543621994690593,0.1806446965815665,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
146,176,3.8,0,5,146,0,1,691.0,82.438485144992,0.6448068232344544,0.29219017234574396,0.20005591369556638,0.8051630410784619,5.229951774165517,0.24885758607814945,0.1762743235419024,nan,nan,nan,5.229951774165517,0.24885758607814945,0.1762743235419024,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
146,176,3.8,0,5,146,0,2,694.0,82.92080887149382,0.6413244828941012,0.2831412103746398,0.19702973539428872,0.7995413449878295,5.253240325986502,0.25350658293271433,0.18245797547006837,nan,nan,nan,5.253240325986502,0.25350658293271433,0.18245797547006837,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
146,176,3.8,0,5,146,0,3,703.0,80.86077951728639,0.6360444103594789,0.2898212207422734,0.20137721453510926,0.8102030890859261,5.205516884047275,0.26012889196217565,0.1854504169573495,nan,nan,nan,5.205516884047275,0.26012889196217565,0.1854504169573495,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
146,176,3.8,0,5,146,0,4,701.0,83.07987457747734,0.6346934742118726,0.29311211256646347,0.20354850213980027,0.8027984196742287,5.2405853725865565,0.2656432542845508,0.19394822120720867,nan,nan,nan,5.2405853725865565,0.2656432542845508,0.19394822120720867,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
146,176,3.8,0,5,146,0,5,694.0,83.38344748858448,0.6406578566446909,0.2950124443280063,0.20695244956772335,0.8038105222446258,5.25265407478964,0.2559253092536304,0.18642066960020864,nan,nan,nan,5.25265407478964,0.2559253092536304,0.18642066960020864,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
146,176,3.8,0,5,146,0,6,701.0,86.87433137638618,0.6292805543846133,0.3034220593956685,0.21348560497989885,0.7920646594864149,5.315573922835932,0.2613469551545917,0.18697748957477828,nan,nan,nan,5.315573922835932,0.2613469551545917,0.18697748957477828,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
146,176,3.8,0,5,146,0,7,696.0,80.76195813319103,0.6425833934867945,0.28413989028213166,0.19892894461859978,0.7962546822434993,5.154334931340982,0.260236558516336,0.18886325482753033,nan,nan,nan,5.154334931340982,0.260236558516336,0.18886325482753033,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
146,176,3.8,0,5,146,0,8,710.0,83.39231008717312,0.626208013961728,0.28810819462227916,0.19969590268886048,0.822200443238471,5.297377770692295,0.2527581619956813,0.1859489490964652,nan,nan,nan,5.297377770692295,0.2527581619956813,0.1859489490964652,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
146,176,3.8,0,5,146,0,9,694.0,85.98514202692286,0.6369090172522727,0.28903589206182867,0.2013525019648939,0.7956385986823391,5.278161676349321,0.25141756963866496,0.18461805298239528,nan,nan,nan,5.278161676349321,0.25141756963866496,0.18461805298239528,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
146,176,3.8,0,5,146,0,10,686.0,83.87721787345076,0.6474093033914713,0.28569772064670024,0.19828385899814469,0.8142043629413168,5.27236587680616,0.23260617816885326,0.1651252500217082,nan,nan,nan,5.27236587680616,0.23260617816885326,0.1651252500217082,.//cost_matrices//cost_matrix_m176_n146.json,.//cost_matrices//quota_matrix_m176_n146.json,greedy_2_(fb)_m176_n146.json
