reviewer id,paper id,private cost,step 1 allocation,step 2 allocation,step 3 allocation,cost contribution,individual contribution,total social cost,total unallocated papers,total paper cost,matching input json file
-1,0,1,-1,-1,0.3333333333333335,0.3333333333333335,-1,7.029929643265142,1.0000000000000004,2.3201306647020554,simulation_2.json
-1,1,1,-1,-1,0.3333333333333335,0.3333333333333335,-1,7.029929643265142,1.0000000000000004,1.8736092285668653,simulation_2.json
-1,2,1,-1,-1,0.3333333333333335,0.3333333333333335,-1,7.029929643265142,1.0000000000000004,1.8361897499962208,simulation_2.json
0,0,0.7323764030043145,1.0,1.0,1.0,0.7323764030043145,2.6230317151577616,7.029929643265142,1.0000000000000004,2.3201306647020554,simulation_2.json
0,1,2.933268485530754,0.0,0.0,0.3333333333333333,0.9777561618435846,2.6230317151577616,7.029929643265142,1.0000000000000004,1.8736092285668653,simulation_2.json
0,2,2.7386974509295876,0.0,0.0,0.3333333333333333,0.9128991503098625,2.6230317151577616,7.029929643265142,1.0000000000000004,1.8361897499962208,simulation_2.json
1,0,2.7089642303259165,0.0,0.0,0.3333333333333333,0.9029880767753055,1.7184812997142365,7.029929643265142,1.0000000000000004,2.3201306647020554,simulation_2.json
1,1,0.6090831838556042,1.0,1.0,1.0,0.6090831838556042,1.7184812997142365,7.029929643265142,1.0000000000000004,1.8736092285668653,simulation_2.json
1,2,0.6192301172499806,0.0,0.0,0.3333333333333333,0.20641003908332684,1.7184812997142365,7.029929643265142,1.0000000000000004,1.8361897499962208,simulation_2.json
2,0,2.0542985547673065,0.0,0.0,0.3333333333333333,0.6847661849224355,1.6884166283931434,7.029929643265142,1.0000000000000004,2.3201306647020554,simulation_2.json
2,1,0.8603096486030297,0.0,0.0,0.3333333333333333,0.2867698828676766,1.6884166283931434,7.029929643265142,1.0000000000000004,1.8736092285668653,simulation_2.json
2,2,0.7168805606030314,1.0,1.0,1.0,0.7168805606030314,1.6884166283931434,7.029929643265142,1.0000000000000004,1.8361897499962208,simulation_2.json
