#step,#updates,reviewer id,reviewer type,bid req,bidder selected,paper id,private_cost,previous demand,new demand,price,seen price,total seen price,previous bid,bid,positive bid,allocation,step 1 allocation,step 2 allocation,step 3 allocation,realized cost,total bid,total price,total realized cost,matching algorithm
23,0,0,UniformBidder,1100,True,0,0.40474492755964775,TBD,10.0,0.6,TBD,0,TBD,2.0,1,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.2857023018068102,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,1,3.1129788522040034,TBD,1.0,1,TBD,0,TBD,0.0,0,0.36863479010193034,0.0,0.0,0.36863479010193034,1.147552305773971,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,2,7.152018098724376,TBD,10.0,0.6,TBD,0,TBD,0.0,0,1.3096538612768793e-16,0.0,0.0,1.3096538612768793e-16,9.366668118916505e-16,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,3,0.0,TBD,10.0,0.6,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,4,6.49370827357277,TBD,10.0,0.6,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,5,2.7104103122595786,TBD,6.0,1,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,6,0.0,TBD,4.0,1,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,7,4.960833865930199,TBD,6.0,1,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,8,2.3005669076477755,TBD,5.0,1,TBD,0,TBD,0.0,0,0.07372695802038606,0.0,0.0,0.07372695802038606,0.16961379982323693,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,9,2.5157467121518,TBD,10.0,0.6,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,10,3.7333861479385755,TBD,4.0,1,TBD,0,TBD,0.0,0,0.14745391604077213,0.0,0.0,0.14745391604077213,0.5505024076059164,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,11,0.0,TBD,3.0,1,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,12,4.341664884145883,TBD,6.0,1,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,13,2.354394332059072,TBD,11.0,0.5454545454545454,TBD,0,TBD,0.0,0,-6.548269306384397e-17,0.0,0.0,-6.548269306384397e-17,-1.5417208139747813e-16,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,14,1.1551207671020922,TBD,5.0,1,TBD,0,TBD,1.0,1,1.0,1.0,1.0,1.0,1.1551207671020922,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,15,7.859242434556574,TBD,4.0,1,TBD,0,TBD,0.0,0,0.14745391604077213,0.0,0.0,0.14745391604077213,1.1588760740891786,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,16,5.959086751932838,TBD,6.0,1,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,17,0.0,TBD,10.0,0.6,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,18,1.1240683238667308,TBD,11.0,0.5454545454545454,TBD,0,TBD,1.0,1,0.31578947368421045,0.3157894736842105,0.3157894736842105,0.31578947368421045,0.35496894437896753,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,19,7.53314764909758,TBD,6.0,1,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,20,5.682050372792104,TBD,1.0,1,TBD,0,TBD,0.0,0,0.36863479010193034,0.0,0.0,0.36863479010193034,2.0946014465228124,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,21,3.9064689749940946,TBD,2.0,1,TBD,0,TBD,0.0,0,0.29490783208154425,0.0,0.0,0.29490783208154425,1.1520482965093208,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,22,4.566546377988473,TBD,7.0,0.8571428571428571,TBD,0,TBD,0.0,0,0.026809802916504,0.0,0.0,0.026809802916504,0.12242820840294613,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,23,0.9258072951513721,TBD,6.0,1,TBD,0,TBD,2.0,1,1.0,1.0,1.0,1.0,0.9258072951513721,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,24,0.9364705880071014,TBD,11.0,0.5454545454545454,TBD,0,TBD,2.0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6243137253380675,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,25,6.175383469304375,TBD,4.0,1,TBD,0,TBD,0.0,0,0.14745391604077213,0.0,0.0,0.14745391604077213,0.9105844756023794,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,26,1.4765410374372685,TBD,4.0,1,TBD,0,TBD,1.0,1,1.0,1.0,1.0,1.0,1.4765410374372685,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,27,5.6512373002824035,TBD,2.0,1,TBD,0,TBD,0.0,0,0.29490783208154425,0.0,0.0,0.29490783208154425,1.6665941408046425,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,28,0.6072289426266817,TBD,7.0,0.8571428571428571,TBD,0,TBD,2.0,1,0.923076923076923,0.9230769230769231,0.9230769230769231,0.923076923076923,0.5605190239630907,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,29,0.20756510208076884,TBD,6.0,1,TBD,0,TBD,2.0,1,1.0,1.0,1.0,1.0,0.20756510208076884,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,30,0.5807758003235093,TBD,5.0,1,TBD,0,TBD,2.0,1,1.0,1.0,1.0,1.0,0.5807758003235093,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,31,3.7539921814128077,TBD,9.0,0.6666666666666666,TBD,0,TBD,0.0,0,-6.548269306384397e-17,0.0,0.0,-6.548269306384397e-17,-2.4582151777952497e-16,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,32,0.6699161157667464,TBD,10.0,0.6,TBD,0,TBD,2.0,1,0.6315789473684209,0.631578947368421,0.631578947368421,0.6315789473684209,0.4231049152211029,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,33,0.0,TBD,4.0,1,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,34,4.647040145707326,TBD,11.0,0.5454545454545454,TBD,0,TBD,0.0,0,6.548269306384397e-17,0.0,0.0,6.548269306384397e-17,3.0430070351671357e-16,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,35,7.950926914239851,TBD,6.0,1,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,36,7.459477340143826,TBD,5.0,1,TBD,0,TBD,0.0,0,0.07372695802038606,0.0,0.0,0.07372695802038606,0.5499645727108049,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,37,0.07174413530750723,TBD,14.0,0.42857142857142855,TBD,0,TBD,2.0,1,0.5,0.5,0.5,0.5,0.035872067653753614,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,38,7.84138769731078,TBD,7.0,0.8571428571428571,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,39,6.5278345893843115,TBD,4.0,1,TBD,0,TBD,0.0,0,0.14745391604077213,0.0,0.0,0.14745391604077213,0.9625547734711225,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,40,1.868903540700209,TBD,9.0,0.6666666666666666,TBD,0,TBD,1.0,1,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.8009586603000896,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,41,5.802148773557635,TBD,3.0,1,TBD,0,TBD,0.0,0,0.2211808740611582,0.0,0.0,0.2211808740611582,1.2833243371683547,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,42,4.165462913760967,TBD,8.0,0.75,TBD,0,TBD,0.0,0,-6.548269306384397e-17,0.0,0.0,-6.548269306384397e-17,-2.727657294506346e-16,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,43,7.836203455899966,TBD,8.0,0.75,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,44,0.8140080107956215,TBD,7.0,0.8571428571428571,TBD,0,TBD,2.0,1,1.0,1.0,1.0,1.0,0.8140080107956215,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,45,5.976926182553732,TBD,5.0,1,TBD,0,TBD,0.0,0,0.07372695802038606,0.0,0.0,0.07372695802038606,0.44066058575208533,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,46,6.708591144122919,TBD,5.0,1,TBD,0,TBD,0.0,0,0.07372695802038606,0.0,0.0,0.07372695802038606,0.49460401765868417,22.0,16.988744588744588,23.56907118071043,MockAllocation
23,0,0,UniformBidder,1100,True,47,6.862732664536702,TBD,9.0,0.6666666666666666,TBD,0,TBD,0.0,0,6.548269306384397e-17,0.0,0.0,6.548269306384397e-17,4.493902166510729e-16,22.0,16.988744588744588,23.56907118071043,MockAllocation
