#step,#updates,reviewer id,reviewer type,bid req,bidder selected,paper id,private_cost,previous demand,new demand,price,seen price,total seen price,previous bid,bid,positive bid,allocation,step 1 allocation,step 2 allocation,step 3 allocation,realized cost,total bid,total price,total realized cost,matching algorithm
23,0,0,UniformBidder,1100,True,0,0.40474492755964775,TBD,10.0,1,TBD,0,TBD,2.0,1,1.0,1.0,1.0,1.0,0.40474492755964775,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,1,3.1129788522040034,TBD,1.0,1,TBD,0,TBD,0.0,0,1.0,0.0,0.0,1.0,3.1129788522040034,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,2,7.152018098724376,TBD,10.0,1,TBD,0,TBD,0.0,0,0.5207100591715976,0.0,0.0,0.5207100591715976,3.724127767383107,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,3,0.0,TBD,10.0,1,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,4,6.49370827357277,TBD,10.0,1,TBD,0,TBD,0.0,0,0.5207100591715976,0.0,0.0,0.5207100591715976,3.38133921937517,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,5,2.7104103122595786,TBD,6.0,1,TBD,0,TBD,0.0,0,0.7810650887573964,0.0,0.0,0.7810650887573964,2.11700687111399,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,6,0.0,TBD,4.0,1,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,7,4.960833865930199,TBD,6.0,1,TBD,0,TBD,0.0,0,0.7810650887573964,0.0,0.0,0.7810650887573964,3.874734143803469,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,8,2.3005669076477755,TBD,5.0,1,TBD,0,TBD,0.0,0,0.8461538461538461,0.0,0.0,0.8461538461538461,1.9466335372404253,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,9,2.5157467121518,TBD,10.0,1,TBD,0,TBD,0.0,0,0.5207100591715976,0.0,0.0,0.5207100591715976,1.309974619345316,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,10,3.7333861479385755,TBD,4.0,1,TBD,0,TBD,0.0,0,0.9112426035502958,0.0,0.0,0.9112426035502958,3.4020205135061574,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,11,0.0,TBD,3.0,1,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,12,4.341664884145883,TBD,6.0,1,TBD,0,TBD,0.0,0,0.7810650887573964,0.0,0.0,0.7810650887573964,3.391122868090276,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,13,2.354394332059072,TBD,11.0,1,TBD,0,TBD,0.0,0,0.4556213017751479,0.0,0.0,0.4556213017751479,1.0727122104647842,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,14,1.1551207671020922,TBD,5.0,1,TBD,0,TBD,1.0,1,1.0,1.0,1.0,1.0,1.1551207671020922,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,15,7.859242434556574,TBD,4.0,1,TBD,0,TBD,0.0,0,0.9112426035502958,0.0,0.0,0.9112426035502958,7.161676537998298,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,16,5.959086751932838,TBD,6.0,1,TBD,0,TBD,0.0,0,0.7810650887573964,0.0,0.0,0.7810650887573964,4.654434622811447,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,17,0.0,TBD,10.0,1,TBD,0,TBD,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,18,1.1240683238667308,TBD,11.0,1,TBD,0,TBD,1.0,1,1.0,1.0,1.0,1.0,1.1240683238667308,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,19,7.53314764909758,TBD,6.0,1,TBD,0,TBD,0.0,0,0.7810650887573964,0.0,0.0,0.7810650887573964,5.883878637164973,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,20,5.682050372792104,TBD,1.0,1,TBD,0,TBD,0.0,0,1.0,0.0,0.0,1.0,5.682050372792104,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,21,3.9064689749940946,TBD,2.0,1,TBD,0,TBD,0.0,0,1.0,0.0,0.0,1.0,3.9064689749940946,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,22,4.566546377988473,TBD,7.0,1,TBD,0,TBD,0.0,0,0.7159763313609467,0.0,0.0,0.7159763313609467,3.269539122701806,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,23,0.9258072951513721,TBD,6.0,1,TBD,0,TBD,2.0,1,1.0,1.0,1.0,1.0,0.9258072951513721,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,24,0.9364705880071014,TBD,11.0,1,TBD,0,TBD,2.0,1,1.0,1.0,1.0,1.0,0.9364705880071014,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,25,6.175383469304375,TBD,4.0,1,TBD,0,TBD,0.0,0,0.9112426035502958,0.0,0.0,0.9112426035502958,5.627272510490378,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,26,1.4765410374372685,TBD,4.0,1,TBD,0,TBD,1.0,1,1.0,1.0,1.0,1.0,1.4765410374372685,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,27,5.6512373002824035,TBD,2.0,1,TBD,0,TBD,0.0,0,1.0,0.0,0.0,1.0,5.6512373002824035,22.0,22.0,152.9369351205392,MockAllocation
23,0,0,UniformBidder,1100,True,28,0.6072289426266817,TBD,7.0,1,TBD,0,TBD,2.0,1,1.0,1.0,1.0,1.0,0.6072289426266817,22.0,22.0,152.9369351205392,MockAllocation
